Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40.0,No,Travel_Rarely,334,Sales,2,4,Life Sciences,4,,88,3,4,Manager,2,Single,10322.0,15896,1,Y,No,19,4.0,2,,0,22,6.0,3,,10,0,4
32.0,No,Travel_Frequently,267,Research & Development,21,3,Medical,2,Female,79,4,1,Laboratory Technician,2,Married,8998.0,13637,1,Y,No,18,3.0,4,,3,14,2.0,3,9.0,11,2,13
30.0,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Male,69,1,1,Research Scientist,4,Married,,26933,0,,Yes,18,3.0,1,80.0,1,6,2.0,2,2.0,4,1,3
28.0,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,,85,4,2,Healthcare Representative,2,Single,4779.0,15530,3,Y,No,12,4.0,1,,0,11,2.0,1,8.0,2,1,2
43.0,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,17603.0,5033,0,Y,No,13,4.0,2,80.0,0,10,3.0,3,14.0,7,1,8
24.0,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,2127.0,7108,1,,No,17,4.0,2,80.0,0,6,2.0,1,1.0,4,1,4
30.0,Yes,Travel_Frequently,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,2083.0,25846,1,Y,No,15,4.0,4,80.0,1,33,2.0,3,1.0,14,6,9
43.0,No,Travel_Frequently,726,Research & Development,29,1,Life Sciences,4,Female,93,1,2,Healthcare Representative,3,Divorced,5562.0,21143,8,,No,17,3.0,4,,2,11,2.0,3,5.0,0,1,6
51.0,No,Travel_Rarely,555,Sales,26,3,Marketing,3,Male,77,3,4,Sales Executive,2,Married,,14864,5,Y,No,14,3.0,4,80.0,1,23,,4,10.0,4,4,8
26.0,No,Travel_Frequently,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,2741.0,19665,4,Y,No,22,3.0,2,80.0,2,10,2.0,4,7.0,7,5,7
34.0,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Male,59,2,2,Sales Executive,4,Single,,12930,4,Y,No,22,3.0,3,,0,12,3.0,4,4.0,3,0,7
28.0,No,Travel_Rarely,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3464.0,3995,1,Y,Yes,13,,4,80.0,1,4,4.0,4,3.0,2,2,3
35.0,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,10274.0,10332,9,Y,Yes,12,3.0,3,80.0,3,18,2.0,4,7.0,0,2,7
36.0,No,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4663.0,6698,1,Y,No,16,3.0,4,80.0,0,5,,3,3.0,4,0,3
37.0,No,Non-Travel,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,,23537,2,Y,No,12,3.0,1,,1,30,2.0,3,5.0,7,6,12
47.0,No,Non-Travel,1186,Research & Development,3,4,Other,3,Female,44,3,1,Research Scientist,3,Married,11957.0,2997,3,,No,16,3.0,1,,1,8,3.0,3,13.0,2,2,2
44.0,Yes,,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,5743.0,4303,7,Y,Yes,21,3.0,4,80.0,0,8,3.0,1,10.0,2,2,2
42.0,No,Travel_Rarely,929,Sales,10,3,Marketing,4,Female,55,3,2,Sales Executive,4,Single,2372.0,21703,1,,No,12,3.0,4,80.0,0,10,2.0,2,1.0,7,0,8
,No,Travel_Rarely,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,,21981,0,,No,12,3.0,1,80.0,1,3,2.0,3,1.0,2,2,2
32.0,No,Travel_Rarely,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,10400.0,23793,1,Y,Yes,15,,1,,2,7,2.0,3,14.0,7,1,7
,No,Travel_Frequently,525,Sales,6,4,Medical,1,,66,4,2,Sales Executive,4,Divorced,4294.0,6219,4,,No,22,3.0,4,,2,13,,4,7.0,7,5,7
33.0,No,Travel_Rarely,829,Research & Development,1,1,Life Sciences,3,Female,88,2,3,Manufacturing Director,3,Single,4878.0,20925,1,Y,No,22,,3,80.0,0,12,,3,9.0,8,5,8
30.0,No,Travel_Rarely,809,Research & Development,16,3,Medical,1,Male,84,4,1,Laboratory Technician,2,Married,6347.0,16479,0,Y,No,13,3.0,3,80.0,1,6,2.0,3,11.0,4,0,3
30.0,Yes,Travel_Rarely,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,4779.0,20898,1,,Yes,14,3.0,1,,1,8,3.0,3,3.0,7,1,7
53.0,No,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,15427.0,25388,0,Y,Yes,11,3.0,4,,0,4,3.0,3,25.0,2,0,2
,No,Travel_Rarely,559,Research & Development,10,4,Life Sciences,3,Male,82,2,2,Laboratory Technician,3,Divorced,2272.0,6227,1,,No,11,,2,80.0,1,9,2.0,4,,7,0,0
54.0,No,Travel_Frequently,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,10502.0,23258,2,,Yes,13,3.0,3,80.0,0,30,,3,5.0,4,1,2
27.0,No,Non-Travel,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,2566.0,10138,8,,No,24,3.0,2,80.0,0,8,,3,1.0,0,0,0
32.0,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,6220.0,10919,2,Y,No,17,3.0,4,80.0,0,19,3.0,3,10.0,2,2,2
28.0,No,Non-Travel,1231,Sales,21,2,Medical,3,Male,54,3,1,Sales Representative,4,Married,2144.0,21222,5,Y,No,15,3.0,2,80.0,1,10,3.0,3,5.0,4,0,0
26.0,Yes,Travel_Frequently,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,2366.0,23352,3,Y,Yes,11,3.0,4,,0,6,2.0,3,8.0,0,2,2
26.0,No,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,3955.0,3339,3,,Yes,11,3.0,2,,0,6,2.0,3,5.0,2,0,2
47.0,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,3,Female,52,2,1,Research Scientist,3,Single,17169.0,2725,2,Y,No,14,3.0,4,80.0,0,8,2.0,3,20.0,2,2,2
49.0,No,Travel_Rarely,201,Research & Development,10,3,Medical,2,Male,99,1,3,Research Director,3,Married,10466.0,3376,3,,No,12,3.0,1,80.0,1,20,3.0,3,8.0,16,1,11
36.0,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,6815.0,21821,8,Y,No,20,3.0,2,,1,9,5.0,3,1.0,2,1,4
31.0,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Male,64,3,3,Manufacturing Director,3,Single,3067.0,2739,9,,No,14,3.0,2,,0,9,1.0,3,2.0,7,0,2
26.0,No,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,,6950,1,Y,Yes,21,3.0,4,80.0,1,10,,2,4.0,9,5,8
50.0,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Male,84,2,2,Sales Executive,2,Divorced,17046.0,11591,7,Y,No,12,3.0,2,80.0,1,7,2.0,4,,1,1,3
32.0,No,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Male,65,2,2,Sales Executive,2,Married,,24624,1,,Yes,11,3.0,4,80.0,0,13,,3,1.0,12,11,9
33.0,No,Non-Travel,1146,Sales,25,3,Medical,2,Male,82,3,2,Sales Executive,3,Married,17444.0,4905,1,Y,No,12,,1,80.0,1,10,2.0,2,10.0,7,0,1
49.0,No,Travel_Frequently,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,5130.0,26542,4,,No,20,4.0,4,80.0,1,14,3.0,3,10.0,10,11,1
22.0,Yes,,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,,14961,1,Y,Yes,13,3.0,3,80.0,0,4,,2,4.0,3,0,1
36.0,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,,12449,1,Y,No,12,3.0,3,,3,6,2.0,3,10.0,5,3,3
31.0,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Male,72,3,4,Research Director,4,Single,2356.0,20206,6,Y,No,18,3.0,3,,0,33,2.0,3,6.0,9,3,8
28.0,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Female,46,3,5,Research Director,4,Divorced,,14218,7,Y,Yes,17,3.0,3,,1,24,0.0,3,2.0,1,2,2
36.0,No,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Female,41,2,1,Sales Representative,3,Married,3419.0,11737,3,,No,15,3.0,2,80.0,0,13,3.0,4,1.0,7,5,2
39.0,Yes,Travel_Rarely,959,Sales,1,4,Other,4,Female,81,3,2,Sales Executive,3,Single,2232.0,17251,3,Y,Yes,14,3.0,4,80.0,0,5,1.0,3,3.0,0,0,0
41.0,No,Travel_Rarely,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,13591.0,7181,0,,No,14,3.0,3,,0,12,3.0,2,1.0,7,6,7
54.0,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Female,57,2,2,Laboratory Technician,4,Married,13549.0,11912,1,Y,No,14,3.0,3,,1,15,5.0,4,,10,4,13
56.0,No,,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,4257.0,8202,1,Y,No,13,3.0,2,,3,17,3.0,3,2.0,14,12,8
,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,,76,3,1,Research Scientist,3,Single,6725.0,17808,1,Y,No,19,3.0,3,,0,1,2.0,3,8.0,1,0,0
43.0,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Female,73,2,3,Sales Executive,3,Divorced,,5569,0,Y,Yes,14,3.0,2,,2,9,2.0,3,4.0,7,2,7
,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Female,46,4,2,Laboratory Technician,3,Married,9980.0,25348,1,Y,No,17,3.0,4,,2,10,1.0,2,10.0,9,6,8
54.0,No,Travel_Rarely,638,Research & Development,1,3,Medical,3,,40,2,3,Healthcare Representative,1,Married,17779.0,3142,2,Y,Yes,13,3.0,3,80.0,1,21,,2,10.0,9,9,5
51.0,No,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Male,30,3,1,Laboratory Technician,1,Married,19537.0,16002,3,Y,Yes,15,3.0,3,,1,4,5.0,3,20.0,2,2,2
26.0,No,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,2966.0,17536,1,,Yes,11,3.0,3,,3,1,2.0,3,4.0,0,0,0
43.0,Yes,Travel_Rarely,1337,Human Resources,22,3,Human Resources,1,Male,58,2,1,Human Resources,2,Married,3539.0,19555,1,Y,No,12,3.0,1,80.0,0,1,,3,9.0,0,0,0
36.0,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Male,43,2,2,Manufacturing Director,4,Married,,4051,9,Y,Yes,13,,4,80.0,1,8,2.0,3,3.0,3,0,2
20.0,Yes,Travel_Frequently,660,Research & Development,15,3,Other,1,Female,81,3,2,Laboratory Technician,3,Divorced,2926.0,7858,7,,No,14,3.0,2,80.0,1,9,5.0,2,1.0,0,0,0
38.0,No,Travel_Frequently,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,2440.0,20328,4,Y,No,16,4.0,3,80.0,1,6,3.0,3,4.0,0,0,0
29.0,No,Travel_Frequently,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,7918.0,15000,6,,No,15,3.0,3,,1,12,5.0,3,11.0,0,0,0
37.0,Yes,,1060,Sales,1,3,Life Sciences,4,Male,54,3,1,Sales Representative,2,Single,5993.0,8319,1,Y,Yes,11,3.0,1,80.0,0,3,,4,7.0,2,2,2
31.0,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Male,55,3,2,Sales Executive,4,Married,11557.0,13586,1,Y,Yes,11,4.0,4,80.0,0,10,3.0,3,5.0,8,0,9
41.0,No,Non-Travel,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,2107.0,6225,0,Y,No,12,3.0,1,80.0,1,6,,2,1.0,3,0,2
48.0,No,Travel_Rarely,791,Research & Development,2,2,Medical,3,Male,38,4,2,Healthcare Representative,2,Married,5381.0,9931,1,,No,24,3.0,4,80.0,1,8,2.0,3,1.0,7,3,7
27.0,No,Travel_Rarely,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,3816.0,20462,9,,No,23,3.0,4,80.0,1,22,2.0,3,5.0,8,11,8
35.0,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,10388.0,24439,3,,No,16,3.0,2,80.0,0,29,3.0,2,16.0,2,0,3
32.0,No,Travel_Frequently,440,Research & Development,21,3,Medical,3,Female,42,3,1,Research Scientist,4,Married,2432.0,6672,1,,No,11,3.0,3,80.0,1,5,2.0,1,4.0,2,0,2
38.0,No,,1377,Research & Development,11,1,Life Sciences,2,Female,91,3,1,Laboratory Technician,1,Married,,7679,0,Y,No,14,4.0,2,,0,6,3.0,4,8.0,0,1,4
27.0,No,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,4227.0,24032,1,,No,19,3.0,3,,2,14,2.0,3,3.0,10,5,7
,No,Travel_Frequently,977,Research & Development,10,3,Technical Degree,4,Female,45,4,1,Research Scientist,3,Married,4286.0,12826,2,Y,No,16,3.0,4,,1,4,4.0,3,1.0,2,2,2
29.0,No,Travel_Rarely,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2532.0,12154,2,Y,No,19,3.0,2,80.0,1,18,5.0,3,4.0,4,0,3
35.0,No,,691,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,5561.0,21173,0,Y,No,11,3.0,4,,1,10,,3,5.0,7,4,2
40.0,Yes,Travel_Rarely,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,5677.0,25725,0,,No,17,3.0,1,80.0,0,4,4.0,3,11.0,2,1,2
30.0,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,3579.0,17312,5,,No,11,4.0,1,,0,24,2.0,2,11.0,6,4,14
32.0,No,Travel_Rarely,1344,Research & Development,7,3,Medical,4,Female,37,4,1,Research Scientist,4,Divorced,2370.0,5228,4,,No,14,3.0,4,80.0,3,7,4.0,4,8.0,4,2,2
,No,Travel_Rarely,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5238.0,4761,2,Y,No,11,3.0,1,80.0,1,16,3.0,4,1.0,0,0,0
51.0,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5441.0,11924,8,Y,No,14,4.0,4,80.0,0,10,2.0,3,10.0,2,2,2
48.0,No,Non-Travel,1137,Research & Development,21,1,Life Sciences,4,Male,51,3,2,Healthcare Representative,4,Married,16885.0,19170,1,,Yes,25,4.0,4,80.0,1,10,3.0,1,5.0,6,0,7
35.0,No,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,4323.0,24301,1,Y,No,16,3.0,1,80.0,0,12,2.0,3,5.0,8,5,7
37.0,Yes,,723,Research & Development,8,4,Medical,3,Female,85,2,2,Research Scientist,2,Married,,17747,2,Y,No,15,3.0,1,,0,11,5.0,2,1.0,2,7,7
34.0,Yes,Non-Travel,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2979.0,3339,3,Y,Yes,14,3.0,2,,0,10,2.0,1,0.0,2,0,3
35.0,No,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,6540.0,26278,1,Y,No,18,,1,,0,6,5.0,3,1.0,4,0,4
38.0,No,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,7756.0,16495,3,,Yes,12,3.0,3,80.0,0,9,6.0,2,5.0,2,0,1
55.0,No,Travel_Frequently,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,6385.0,25518,0,Y,No,13,3.0,3,,2,10,3.0,2,8.0,5,1,6
29.0,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,,4185,3,Y,No,18,3.0,1,,1,9,,1,4.0,7,1,7
32.0,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,4465.0,12355,1,Y,No,12,3.0,1,,0,10,2.0,2,3.0,7,1,9
,No,Travel_Frequently,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,10209.0,9518,3,Y,No,13,3.0,3,80.0,1,3,2.0,3,2.0,0,0,0
42.0,No,Travel_Frequently,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,13758.0,4060,8,Y,No,19,3.0,3,80.0,2,8,2.0,2,,0,0,0
39.0,No,Non-Travel,574,Research & Development,20,1,Medical,4,Female,40,3,1,Laboratory Technician,4,Married,3646.0,7003,1,,No,13,4.0,2,,0,11,2.0,4,1.0,8,3,10
,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231.0,20364,3,,No,14,3.0,4,,0,23,,4,21.0,7,15,17
39.0,No,Travel_Rarely,439,Research & Development,9,3,Life Sciences,3,Female,70,3,2,Laboratory Technician,2,Single,17123.0,8770,9,Y,No,15,3.0,3,80.0,0,9,4.0,2,19.0,4,0,3
54.0,No,,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,3780.0,9724,1,Y,No,12,,1,80.0,0,0,3.0,3,1.0,0,0,0
,Yes,,1125,Research & Development,16,1,Life Sciences,2,Male,72,1,1,Research Scientist,1,Single,7428.0,4681,1,Y,Yes,22,3.0,2,,0,10,3.0,3,5.0,2,6,7
45.0,No,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,4477.0,11873,4,Y,Yes,20,3.0,2,,1,9,,2,3.0,0,0,0
31.0,No,Travel_Rarely,1184,Sales,2,4,Medical,2,Female,62,3,2,Sales Executive,2,Married,1129.0,25440,5,Y,No,12,3.0,4,80.0,3,5,4.0,3,1.0,0,0,0
,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,4717.0,19989,3,,No,14,3.0,3,,1,12,,2,11.0,8,4,7
,No,Non-Travel,645,Research & Development,9,2,Life Sciences,3,Female,54,3,1,Research Scientist,1,Single,11713.0,7172,1,Y,No,25,3.0,3,,0,1,,3,8.0,1,0,0
,No,,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,,14004,4,,No,14,3.0,4,,0,9,6.0,3,0.0,2,0,2
35.0,No,Travel_Frequently,391,Research & Development,15,2,Life Sciences,3,Male,96,3,1,Research Scientist,4,Single,2194.0,19281,1,Y,No,14,3.0,4,,0,0,2.0,3,3.0,0,0,0
40.0,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Female,41,2,2,Sales Executive,3,Married,4448.0,24835,2,Y,No,18,3.0,4,80.0,0,6,3.0,3,7.0,2,2,2
,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,,20338,1,,No,12,4.0,2,80.0,0,10,,3,9.0,9,8,7
36.0,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,2519.0,17881,1,,No,11,4.0,2,,1,5,6.0,3,11.0,2,0,4
,No,Travel_Rarely,854,Sales,1,4,Medical,4,Male,68,3,5,Manager,4,Divorced,4440.0,24118,3,,No,11,3.0,3,80.0,1,32,,2,15.0,0,0,6
36.0,No,Travel_Frequently,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,9738.0,23848,4,,No,17,3.0,4,80.0,0,12,6.0,4,9.0,5,1,2
,No,Non-Travel,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,8834.0,13422,6,,Yes,12,,3,80.0,0,6,,3,9.0,3,1,2
32.0,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Male,57,3,3,Sales Executive,3,Divorced,2718.0,8935,1,,Yes,19,3.0,1,80.0,1,10,3.0,2,7.0,8,9,6
40.0,No,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,,20431,0,Y,No,12,4.0,4,,0,6,2.0,3,4.0,0,1,2
28.0,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2044.0,18016,1,Y,Yes,24,3.0,3,80.0,0,1,,1,5.0,0,0,1
46.0,No,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,10368.0,16117,1,Y,No,13,3.0,1,,0,10,5.0,3,10.0,0,1,8
26.0,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Male,99,2,2,Sales Executive,4,Single,2875.0,12090,1,Y,Yes,11,,2,,0,5,,3,8.0,4,1,3
55.0,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Female,67,3,1,Laboratory Technician,3,Divorced,16659.0,13335,1,Y,No,22,3.0,2,80.0,1,1,2.0,3,5.0,0,0,0
,No,Travel_Frequently,1169,Research & Development,14,4,Technical Degree,3,,64,3,2,Research Scientist,2,Married,2655.0,2125,8,Y,No,18,3.0,3,80.0,1,16,3.0,4,9.0,7,1,7
,No,Non-Travel,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,,20445,4,Y,Yes,21,3.0,3,,0,14,,3,10.0,6,0,8
26.0,No,Travel_Frequently,131,Sales,2,3,Marketing,3,Male,86,3,2,Sales Executive,1,Single,3102.0,6039,0,Y,Yes,12,4.0,4,80.0,0,4,,3,6.0,2,0,2
28.0,No,Travel_Rarely,1144,Research & Development,7,4,Medical,3,Male,30,3,2,Manufacturing Director,3,Married,4724.0,16044,2,Y,No,14,3.0,3,80.0,0,7,0.0,4,5.0,0,0,0
,No,,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,2267.0,14363,1,Y,Yes,18,3.0,4,,0,5,2.0,3,2.0,3,0,3
34.0,No,Non-Travel,616,Research & Development,2,2,Life Sciences,3,Male,99,3,1,Laboratory Technician,1,Married,2307.0,25605,4,,No,17,4.0,4,80.0,1,7,2.0,2,5.0,3,0,2
,No,,196,Sales,29,4,Marketing,1,Male,91,2,2,Sales Executive,4,Married,14118.0,13402,1,Y,No,14,3.0,1,,2,13,,3,1.0,7,5,7
33.0,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6388.0,22825,4,,No,14,3.0,2,80.0,1,7,6.0,4,0.0,4,0,1
32.0,No,Travel_Rarely,1184,Research & Development,1,3,Life Sciences,3,Male,70,2,1,Laboratory Technician,2,Married,,3974,6,Y,No,20,3.0,3,,0,5,3.0,3,2.0,0,0,2
52.0,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Female,54,3,1,Sales Representative,2,Married,3149.0,9983,7,Y,No,15,4.0,4,,1,4,3.0,3,5.0,2,2,2
,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,7005.0,6961,2,Y,No,21,3.0,4,80.0,1,7,2.0,3,4.0,0,1,4
45.0,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,3697.0,2755,6,,No,15,,4,,0,20,3.0,3,10.0,3,1,3
44.0,No,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,18213.0,22914,1,Y,No,18,3.0,3,80.0,1,9,5.0,2,22.0,7,1,1
35.0,No,Travel_Rarely,1303,Research & Development,7,2,Life Sciences,4,,36,3,2,Healthcare Representative,3,Divorced,7632.0,18079,1,,No,20,,3,,3,9,2.0,3,8.0,7,2,8
39.0,Yes,Travel_Rarely,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,3902.0,14470,1,Y,No,18,3.0,3,,1,1,2.0,4,2.0,0,0,0
44.0,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,19190.0,12828,1,Y,No,12,3.0,1,80.0,0,2,4.0,2,25.0,2,1,2
37.0,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Male,83,3,2,Sales Executive,4,Single,4213.0,8571,1,,Yes,17,3.0,3,80.0,0,9,4.0,3,10.0,0,0,7
28.0,Yes,Travel_Rarely,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2377.0,19783,1,Y,Yes,18,,2,,0,1,2.0,3,2.0,0,1,0
46.0,No,Non-Travel,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5258.0,9192,7,Y,No,13,3.0,2,80.0,3,18,2.0,3,1.0,2,0,2
50.0,No,Travel_Frequently,258,Research & Development,8,4,Other,3,Male,54,3,1,Laboratory Technician,1,Married,4728.0,17363,9,Y,No,13,3.0,3,,0,12,4.0,1,0.0,4,0,4
31.0,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,7547.0,26308,6,Y,No,20,3.0,1,80.0,1,13,3.0,3,,4,0,4
31.0,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,7446.0,26427,0,Y,No,16,3.0,4,,0,10,2.0,3,10.0,7,0,7
39.0,No,Travel_Rarely,160,Research & Development,3,3,Medical,3,Male,71,3,1,Research Scientist,3,Divorced,5151.0,22653,1,,No,20,,3,,1,1,3.0,3,10.0,0,0,0
24.0,No,Travel_Rarely,1398,Sales,22,4,Other,3,Male,69,3,3,Sales Executive,1,Married,2774.0,2890,0,Y,No,11,3.0,3,80.0,0,10,2.0,3,,8,7,8
53.0,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Male,89,4,2,Healthcare Representative,3,Divorced,16598.0,13888,5,Y,No,20,3.0,2,,3,15,2.0,3,9.0,11,11,8
53.0,No,Travel_Rarely,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,14852.0,19682,3,Y,No,18,3.0,4,,1,13,3.0,3,17.0,7,7,5
